,text,likes,Date,Time,confidence,language,script
10127,hats off,0,2025-06-01,07:22:23,[0.37032476],English,Roman
10128,"sir ap ko kia ho gia hai ap tu atny acha or cha thy
or ab ap islam or pakistan ky or hamri army ky khalf video banaty hani",0,2025-06-01,07:22:27,[0.4124017],English,Roman
10129,"،
..  concept  clear
justification
..      ،  sources",0,2025-06-01,07:22:45,[0.57662815],English,Roman
10130,17:20 kounsa political party ?,0,2025-06-01,07:22:47,[0.8773849],English,Roman
10131,"thoda corruption par bhi video banao aur video ke end me solutions ka suggestions bhi do
chahe to logo ke feedback ke jariye, alag alag ray bhi le sakte ho
goodluck bro",0,2025-06-01,07:22:56,[0.25116602],English,Roman
10132,"javed akhtar is one of the most renowned writers and lyricists in india
i deeply admire him
though i am a practicing muslim and he is a muslim only by name — in fact, he has openly stated in several speeches that he is an atheist or at least an agnostic — still, i respect him greatly
one of his statements has stayed with me and i strongly agree with it: “as long as i’m being criticized or even abused by extremists on both sides, i know i’m doing something right
”
this thought really resonates with me
and honestly, i feel that the same thing is happening with you as well
if you’re receiving criticism from both extremes, then you’re probably standing at the right place — balanced, fair, and truthful
that’s why i admire you deeply and i fully support you
thank you so much
even if you face hatred from both ends, remain steady — because that might just mean you’re being just and honest",0,2025-06-01,07:23:11,[0.9826213],English,Roman
10133,,0,2025-06-01,07:23:38,[0.9875925],Haitian Creole,Roman
10134,first error in this video was that he didnt mentoined any name of the book or company,0,2025-06-01,07:23:39,[0.982518],English,Roman
10135,"dhruv you are not godi media i know this
but you know that if you speak truth the whatsapp university will make you pakistani agent and you will loose the indian extremist public",0,2025-06-01,07:23:57,[0.9143738],English,Roman
10136,if india have a power why stopped war and seasefire ..,0,2025-06-01,07:24:05,[0.9364035],English,Roman
10137,"again one sided video whi repeat kiya jo privous video ma tha pakistani civilian ko jo noqsan poncha wo nhi bta rhy
rhi bat indian media sources ki to phir bhi wo yaqen k qabil nae
sab se bari bat ya k jb phalgam ma attack howa pakistan na neutral invetsigation ki pashkash ki
india na koi response ku nhi diya?",0,2025-06-01,07:24:17,[0.42313004],English,Roman
10138,feeling really so sad for our army who martyred,0,2025-06-01,07:16:04,[0.9646204],English,Roman
10139,"ek video banani chahiye jyoti malohtara par kyun bhailog
voting now",0,2025-06-01,07:16:06,[0.37399194],French,Roman
10140,abe pakisthan bhadwe,0,2025-06-01,07:16:23,[0.42048168],English,Roman
10141,good work dhruv bhai,0,2025-06-01,07:16:37,[0.79746705],English,Roman
10142,"25:17 factual baat hai uss main writer keh tha hai k hindu or sikhon main jo insaniat dushman hain inhoon ne hazaron lakhon ortoon or bacchon ko intihahi bederdi sy qtl kia or byaabro kia
agr ap urdu ki thori si bhi grammer jante toh ap iss baat ko samjhty
shayad ap samjhy bhi hon lakin ap ne issy negative way main liya",0,2025-06-01,07:16:45,[0.2481974],English,Roman
10143,"yess great , we finally have someone raising awareness about the kashimiri people , and trolls ..",0,2025-06-01,07:16:53,[0.9306627],English,Roman
10144,i love my india bhartiya ekta jindabad desh ke bahar aatankwadi desh ko jitna kamjor kar rahe hain desh ke andar rahakar jitne bhi muslim virodhi sangathan kam kar raha hai musalman ko dekhkar hi maar dete hain lynching karte hain abhi bahut galat hai,0,2025-06-01,07:17:03,[0.21714908],English,Roman
10145,"punjab is being neglected by modi government it is and always been a rich state accounting millions of high net worth nris
but now it is dooming coz of neglecting of this government
need to fix this asap punjab is a food and army engine of india",0,2025-06-01,07:17:10,[0.9675964],English,Roman
10146,i totally agree with you dr sir..bcoz you have a great mindset of equality for all religions and people,0,2025-06-01,07:17:17,[0.9421811],English,Roman
10147,justifying to be a godi youtuber,0,2025-06-01,07:17:33,[0.3781636],English,Roman
10148,kewal hinduo ne hi kiya tha sab are yrr kyu jhoot bolte ho,0,2025-06-01,07:18:13,[0.5431698],English,Roman
10149,"hi druw good for ur streng and enargy god bless u, bravery news",0,2025-06-01,07:18:15,[0.49876106],English,Roman
10150,bhartiye ekta zindabad,0,2025-06-01,07:18:21,[0.24091491],English,Roman
10151,great work sir jai hind jai bharat inklab jindabad,0,2025-06-01,07:18:26,[0.34249315],English,Roman
10152,hamari gov or india army ki wajah se hi aaj ham safe hai,0,2025-06-01,07:19:08,[0.3506862],English,Roman
10153,pakistan zindabad,0,2025-06-01,07:19:29,[0.5192127],English,Roman
10154,"bhai kya hutiya bnda h opretion sindor k naam pr punjab k kisan tk aagya ur fr india ko criticise krne lg gya fr bolts h kher aage bdte h thali ka bengan h nn idhr ka h nn udhr ka  ……
ur starting m pakistan ko explaination de rha tha ur fr unka dil rkhne k lie india ko hi critisize krdia (hutiya)",0,2025-06-01,07:13:33,[0.1718512],English,Roman
10155,"pure u tube k andheri gali mein tu hi dudh ka dhula reh gaya hai
baanki sab godi media tu and deshbkhat dono paap mukt hai",0,2025-06-01,07:13:35,[0.21336773],English,Roman
10156,main ek indian hu mujhe fakhr h ki ma indiya me rhta hu,0,2025-06-01,07:13:42,[0.41347808],English,Roman
10157,,0,2025-06-01,07:14:02,[0.9875925],Haitian Creole,Roman
10158,hafeez sayed chacha and masood hasar ko wapas karo india me,0,2025-06-01,07:14:14,[0.50988746],English,Roman
10159,pakistan zinda abad,0,2025-06-01,07:14:22,[0.35929063],English,Roman
10160,,0,2025-06-01,07:14:31,[0.9875925],Haitian Creole,Roman
10161,,0,2025-06-01,07:14:32,[0.9875925],Haitian Creole,Roman
10162,kasmir pandito k saath kya hua tha,0,2025-06-01,07:14:50,[0.28728798],English,Roman
10163,aur joh pakistan jindabad bol raha hai woh tujhe dikhai nahi de raha,0,2025-06-01,07:14:54,[0.10988627],English,Roman
10164,expose modi and hindutva now,0,2025-06-01,07:14:58,[0.5463139],English,Roman
10165,pakhandi was epic,0,2025-06-01,07:15:05,[0.99911696],English,Roman
10166,"devided by opinion united by patriotism
jai hind, jai bharat",0,2025-06-01,07:15:16,[0.9342816],English,Roman
10167,ajj pakistane iska software update kar diya kya bat hai,0,2025-06-01,07:15:32,[0.37612283],English,Roman
10168,"bihar education and bihar university ke bare next video me explaination
please",0,2025-06-01,07:15:37,[0.80240846],English,Roman
10169,"i feel too that pakistan terrorists might have not done
yes india might have done the terrorists attack for any political edge?
pulwama case and pahalgaon case were done while elections in any state or in country..
where are the terrorists who killed innocent citizens.. why our intelligence and security failed to capture..
is this due to lack of political will..",0,2025-06-01,07:15:51,[0.9684915],English,Roman
10170,,0,2025-06-01,07:11:23,[0.9875925],Haitian Creole,Roman
10171,pahalgam ke logon ko jis dard se gujarna pada ham unke gam mein shrik hain,0,2025-06-01,07:11:34,[0.14250332],Indonesian,Roman
10172,i love india,0,2025-06-01,07:11:45,[0.16104917],Indonesian,Roman
10173,good,0,2025-06-01,07:11:46,[0.89528155],English,Roman
10174,"editing doesn't make your animated video good
instead, a reliable & unbiased news and a little knowledge about history, geography and philosophy (mainly from books not from s
media) will make it great
you're talking about the pakistan's ministr saying that pahelgam was a false flag operation and didn't based their claims on any credible source
i agree
but what credible sources you have to say about that it was organized/assmebled/drilled by the pakistani establishment?
what source your govt has provided?
i still respect your work but there are many loopholes in the last video about pakistan
correct me if i put anything wrong
peace",0,2025-06-01,07:11:58,[0.9774728],English,Roman
10175,bhartiya ekta zindabad,0,2025-06-01,07:12:18,[0.26258296],English,Roman
10176,rafale ka nahi bataya,0,2025-06-01,07:12:19,[0.21766496],Waray,Roman
10177,,0,2025-06-01,07:12:26,[0.9875925],Haitian Creole,Roman
10178,ani par video banao,0,2025-06-01,07:12:28,[0.89789027],French,Roman
10179,,0,2025-06-01,07:12:30,[0.9875925],Haitian Creole,Roman
10180,india bhe balochistan me atanki hamlay krvata ha us pr bhe ek video bnao,0,2025-06-01,07:12:56,[0.11645113],English,Roman
10181,"salute to brave jawans
jai hind",0,2025-06-01,07:13:01,[0.362305],English,Roman
10182,scarface lion story please,0,2025-06-01,07:13:11,[0.75988936],English,Roman
10183,,0,2025-06-01,07:13:15,[0.9875925],Haitian Creole,Roman
10184,,0,2025-06-01,07:13:26,[0.9875925],Haitian Creole,Roman
10185,godi midia,0,2025-06-01,07:13:30,[0.67985845],Croatian,Roman
10186,nothing would change you,0,2025-06-01,07:10:56,[0.9914513],English,Roman
10187,rafel girnaka news to sach sabit hogaya ha minister na hi boldiya,0,2025-06-01,12:49:25,[0.2890138],English,Roman
10188,tu apna muh band rakhega toh acha dikhta hai,0,2025-06-01,12:49:33,[0.3027634],English,Roman
10189,hello,0,2025-06-01,12:49:36,[0.3006139],English,Roman
10190,"very true and reliable news from you dhruv ji
thank you so much for your true information",0,2025-06-01,12:49:41,[0.9412933],English,Roman
10191,what about innocent pakistani civilians,0,2025-06-01,12:50:02,[0.7713862],English,Roman
10192,my name usama,0,2025-06-01,12:52:14,[0.38614255],English,Roman
10193,"23:35 more than 6 mps of congress have make fun of operation sindoor or have declaired their doubts even after showing multiple proofs, has any action taken by congress against them?
?
i want to ask, will the coward rahul gandhi take any action against them?
if not, he is a traitor (which everyone knows, he was repeatedly alleging eam for revealing the location fake campaign)!
will that coward rahul gandhi take any responsibility?
will you question him as well?
why didn you talk about the fir against you for raising the voice against recent forest video⁉what are you afraid of ⁉",0,2025-06-01,12:53:19,[0.9842034],English,Roman
10194,"religious politics in jamate islami hind(jih), they are not clearly referring political views in their own channels
ask they are wholeheartedly following preamble, indian constitution, national anthem & national flag?
ready to feedback",0,2025-06-01,12:53:31,[0.9054819],English,Roman
10195,"3:55 i didn't see pakistan anywhere
it just said those responsible",0,2025-06-01,12:54:08,[0.9897546],English,Roman
10196,pakistani army runs business kache baniyaan bechana vagare vagare ..,0,2025-06-01,12:54:45,[0.5934099],English,Roman
10197,"you are all time right , i know about the pakistan government bashake ma pakistan ma ho lakin kya kare sakte hai dosor country per bhi attack ho raha hai hum par bhi like black day jis ma khate hai ka india na kia hamla but that is not true pakistan na khod hamla kia tha school pa pata nahi kitna zalima hai kitna bacho ko mera or teachers ko",0,2025-06-01,12:55:51,[0.4453178],English,Roman
10198,expose jss plz,0,2025-06-01,12:56:22,[0.24003719],English,Roman
10199,,0,2025-06-01,07:11:02,[0.9875925],Haitian Creole,Roman
10200,"chalo bhai ab barabar kar diya aapne hisab, ek baari unko bura laga toh turant aisa video wapis se wahi india k against, india me koi b aapki baato ka bura ni manega, bnao or india k against me video we will still smile",0,2025-06-01,07:11:07,[0.48297587],English,Roman
10201,bus ye hi kaam rah gaya ab,0,2025-06-01,07:11:15,[0.21449952],Nepali,Devanagari
10202,,0,2025-06-01,07:07:51,[0.9875925],Haitian Creole,Roman
10203,,0,2025-06-01,07:08:04,[0.9875925],Haitian Creole,Roman
10204,make state of jammu kashmer independent,0,2025-06-01,07:08:10,[0.85124004],English,Roman
10205,modi k khelaaf q nhi bola kia wo 100% sahi he ye khud hamla krwa kr pakistan ko blam kr raha he,0,2025-06-01,07:08:17,[0.4068098],English,Roman
10206,ab to khtm hogya choro ap in 2no mulk ko jo km kr rhy thy ap wohi km kro best of luck,0,2025-06-01,07:08:44,[0.29538584],English,Roman
10207,"civilian log to pakistan mein bhi shahid hue hain is baat ka shayad aapko pata nahin indian drones ki vajah se
aur pakistan ki selling aur drone ki vajah se india ke andar bhi civilian shahid hue hain",0,2025-06-01,07:09:15,[0.39106518],English,Roman
10208,bs kar pakistani logg ab nahi dekhay gy thank god pakistan ka bukhar tu utraaaa,0,2025-06-01,07:09:20,[0.08603357],Waray,Roman
10209,now this is the apologetic video to pakistani viewers and you can see why it comes,0,2025-06-01,07:09:29,[0.9389675],English,Roman
10210,"create a video advocating for the kashmir resolution in line with un resolutions
promote a referendum in kashmir to genuinely empower kashmiris
take action, brother, if you’re truly committed to the peace struggle for kashmir",0,2025-06-01,07:09:33,[0.8098501],English,Roman
10211,bilkul bhai pahalgam mein jo hua hai as a pakistan citizen ham is baat ki ninda karte hain yah ek bahut hi buri chij hai iska islam se koi taluk nahin yah katwa soch rakhne wale logon ka kiya dhara hai,0,2025-06-01,07:09:46,[0.40610242],English,Roman
10212,pakistan zindabad  godi media,0,2025-06-01,07:09:50,[0.22103634],English,Roman
10213,,0,2025-06-01,07:09:54,[0.9875925],Haitian Creole,Roman
10214,bhartiya ekta jindabad,0,2025-06-01,07:09:58,[0.32739508],English,Roman
10215,kids ko bi boltay ho aatangwadi hai,0,2025-06-01,07:10:26,[0.2801218],Italian,Roman
10216,"pakistan or dosare countries na kaha tha fair investigation krwa lo q nhi krwaye bs facts pr bat kare ja rahe ho
politics k chakkr mai sb kuch huwa tha ko jung ki shakal bn gaye",0,2025-06-01,07:10:45,[0.2744724],English,Roman
10217,fact check : janaze ki namaz me uchi awaz me nhi padhte h,0,2025-06-01,07:10:51,[0.38235277],English,Roman
10218,"agr ek raw fail gira hota to kb ka accept kr laina tha modi or uski godi media ny
lakin kahani koe or hai
thora or mahnet kro phir video bnao",0,2025-06-01,07:06:15,[0.16283022],English,Roman
10219,our hero kaif jisne kaha tha hindustan jindabad hindustan ke warm zindabad pakistan zindabad pakistan ki imam zindabad,0,2025-06-01,07:06:18,[0.25602004],English,Roman
10220,dheerendra laodu pahalgam aur pulwama attack ki parchi nhi nikli,0,2025-06-01,07:06:19,[0.12475574],English,Roman
10221,respect ind army's,0,2025-06-01,07:06:19,[0.54886836],English,Roman
10222,tu rehande saari duniya gawa hai ke india jhoot ka talaab hai,0,2025-06-01,07:06:20,[0.18275498],English,Roman
10223,pakistan zindabad,0,2025-06-01,07:06:24,[0.5192127],English,Roman
